,Id,Label,CDR3Length,cloneID,V_Gene,J_Gene
108,4304922,4304922,78,977784,IGHV3-21,IGHV3-21
109,4306881,4306881,78,963473,IGHV1-18,IGHV1-18
110,4313635,4313635,78,1011322,IGHV4-39,IGHV4-39
111,4320944,4320944,78,984921,IGHV3-30-3,IGHV3-30-3
112,4320960,4320960,78,973554,IGHV3-30-3,IGHV3-30-3
113,4322320,4322320,78,973554,IGHV3-11,IGHV3-11
114,4326230,4326230,78,997796,IGHV3-49,IGHV3-49
115,4333121,4333121,78,991366,IGHV3-30|3-30-5|3-33,IGHV3-30|3-30-5|3-33
116,4333123,4333123,78,991286,IGHV3-30|3-30-5|3-33,IGHV3-30|3-30-5|3-33
117,4333389,4333389,78,991286,IGHV3-30|3-30-3,IGHV3-30|3-30-3
118,4336820,4336820,78,1016051,IGHV4-4,IGHV4-4
119,4338262,4338262,78,1016051,IGHV4-39,IGHV4-39
120,4339260,4339260,78,983392,IGHV3-30-3,IGHV3-30-3
121,4339264,4339264,78,983392,IGHV3-30-3,IGHV3-30-3
122,4339368,4339368,78,987098,IGHV3-23|3-23D,IGHV3-23|3-23D
123,4345122,4345122,78,1016051,IGHV4-61,IGHV4-61
124,4349700,4349700,78,983392,IGHV3-30,IGHV3-30
125,4368639,4368639,78,974544,IGHV3-11,IGHV3-11
126,4383986,4383986,78,984887,IGHV3-30-3,IGHV3-30-3
127,4406725,4406725,78,1015326,IGHV4-59,IGHV4-59
128,4426656,4426656,78,1001667,IGHV3-7,IGHV3-7
129,4426666,4426666,78,1001654,IGHV3-7,IGHV3-7
130,4426685,4426685,78,1001659,IGHV3-7,IGHV3-7
131,4426686,4426686,78,1001659,IGHV3-7,IGHV3-7
132,4434144,4434144,78,994619,IGHV3-33,IGHV3-33
133,4437448,4437448,78,965896,IGHV1-2,IGHV1-2
134,4437450,4437450,78,965857,IGHV1-2,IGHV1-2
135,4440244,4440244,78,987249,IGHV3-30-3,IGHV3-30-3
136,4442913,4442913,78,991464,IGHV3-30|3-30-5,IGHV3-30|3-30-5
137,4442933,4442933,78,991361,IGHV3-30|3-30-5,IGHV3-30|3-30-5
138,4448801,4448801,78,1007563,IGHV4-31,IGHV4-31
139,4451068,4451068,78,971414,IGHV1-8,IGHV1-8
140,4454099,4454099,78,1001342,IGHV3-7,IGHV3-7
141,4462135,4462135,78,997433,IGHV3-48,IGHV3-48
142,4473682,4473682,78,984887,IGHV3-30,IGHV3-30
143,4473791,4473791,78,1002962,IGHV3-9,IGHV3-9
144,4485898,4485898,78,991464,IGHV3-30|3-30-5|3-33,IGHV3-30|3-30-5|3-33
145,7656730,7656730,78,975515,IGHV3-15,IGHV3-15
146,7658769,7658769,78,1001640,IGHV3-7,IGHV3-7
147,7669033,7669033,78,971448,IGHV1-8,IGHV1-8
148,7674995,7674995,78,1001345,IGHV3-7,IGHV3-7
149,7679898,7679898,78,1010463,IGHV4-39,IGHV4-39
150,7682513,7682513,78,1015218,IGHV4-59,IGHV4-59
151,7687180,7687180,78,1011719,IGHV4-39,IGHV4-39
152,7689233,7689233,78,969683,IGHV1-69,IGHV1-69
153,7689635,7689635,78,966798,IGHV1-24,IGHV1-24
154,7690035,7690035,78,968325,IGHV1-46,IGHV1-46
155,7690046,7690046,78,968325,IGHV1-46,IGHV1-46
156,7694954,7694954,78,972790,IGHV2-70,IGHV2-70
157,7694969,7694969,78,965961,IGHV1-2,IGHV1-2
158,7695745,7695745,78,977842,IGHV3-21,IGHV3-21
159,7701697,7701697,78,971045,IGHV1-8,IGHV1-8
160,7704593,7704593,78,994607,IGHV3-33,IGHV3-33
161,7707318,7707318,78,991458,IGHV3-30|3-30-5,IGHV3-30|3-30-5
162,7708743,7708743,78,982920,IGHV3-30-3,IGHV3-30-3
163,7709665,7709665,78,966966,IGHV1-3,IGHV1-3
164,7712442,7712442,78,982920,IGHV3-23|3-23D,IGHV3-23|3-23D
165,7715075,7715075,78,1006746,IGHV4-30-4,IGHV4-30-4
166,7717363,7717363,78,975960,IGHV3-20,IGHV3-20
167,7734163,7734163,78,971511,IGHV1-8,IGHV1-8
168,7736970,7736970,78,975060,IGHV3-13,IGHV3-13
169,7745150,7745150,78,995820,IGHV3-33,IGHV3-33
170,7745457,7745457,78,969650,IGHV1-69,IGHV1-69
171,7745908,7745908,78,1006010,IGHV4-30-4,IGHV4-30-4
172,7745920,7745920,78,1015284,IGHV4-59,IGHV4-59
173,7748308,7748308,78,1016056,IGHV4-61,IGHV4-61
174,7748987,7748987,78,991434,IGHV3-30|3-30-5,IGHV3-30|3-30-5
175,7755438,7755438,78,992724,IGHV3-7,IGHV3-7
176,7758881,7758881,78,979189,IGHV3-23|3-23D,IGHV3-23|3-23D
177,7760332,7760332,78,999519,IGHV3-66,IGHV3-66
178,7761196,7761196,78,962527,IGHV1-18,IGHV1-18
179,7761464,7761464,78,967609,IGHV1-46,IGHV1-46
180,7761802,7761802,78,1016056,IGHV4-59,IGHV4-59
181,7762395,7762395,78,1015284,IGHV4-4,IGHV4-4
182,7797305,7797305,78,971472,IGHV1-8,IGHV1-8
183,7910144,7910144,78,1002127,IGHV3-73,IGHV3-73
184,7913556,7913556,78,991417,IGHV3-30|3-30-5,IGHV3-30|3-30-5
185,7913562,7913562,78,991352,IGHV3-30|3-30-5,IGHV3-30|3-30-5
186,7924049,7924049,78,965988,IGHV1-2,IGHV1-2
187,7924050,7924050,78,965974,IGHV1-2,IGHV1-2
188,7924052,7924052,78,965923,IGHV1-2,IGHV1-2
189,7924063,7924063,78,965849,IGHV1-2,IGHV1-2
190,7935254,7935254,78,1015323,IGHV4-59,IGHV4-59
191,7935707,7935707,78,1010447,IGHV4-59,IGHV4-59
192,7939036,7939036,78,975959,IGHV3-20,IGHV3-20
193,7945174,7945174,78,974990,IGHV3-13,IGHV3-13
194,7948559,7948559,78,971423,IGHV1-8,IGHV1-8
195,7949233,7949233,78,990008,IGHV3-30|3-30-5,IGHV3-30|3-30-5
196,7951047,7951047,78,995794,IGHV3-33,IGHV3-33
197,7951052,7951052,78,995845,IGHV3-33,IGHV3-33
198,7952494,7952494,78,1017261,IGHV5-51,IGHV5-51
