,Id,Label,CDR3Length,cloneID,V_Gene,J_Gene
144,1234608,1234608,78,864464,IGHV4-59,IGHV4-59
145,1234609,1234609,78,864464,IGHV4-59,IGHV4-59
146,1234610,1234610,78,864464,IGHV4-59,IGHV4-59
147,1234616,1234616,78,864464,IGHV4-59,IGHV4-59
148,1234617,1234617,78,864464,IGHV4-59,IGHV4-59
149,1234618,1234618,78,864464,IGHV4-59,IGHV4-59
150,1234620,1234620,78,864464,IGHV4-59,IGHV4-59
151,1234622,1234622,78,864464,IGHV4-59,IGHV4-59
152,1234625,1234625,78,864464,IGHV4-59,IGHV4-59
153,1234631,1234631,78,864464,IGHV4-59,IGHV4-59
154,1234636,1234636,78,864464,IGHV4-59,IGHV4-59
155,1234654,1234654,78,864464,IGHV4-59,IGHV4-59
156,1234662,1234662,78,864464,IGHV4-59,IGHV4-59
157,1234663,1234663,78,864464,IGHV4-59,IGHV4-59
158,1234673,1234673,78,864464,IGHV4-59,IGHV4-59
159,1234677,1234677,78,864464,IGHV4-59,IGHV4-59
160,1234683,1234683,78,864464,IGHV4-59,IGHV4-59
161,1234692,1234692,78,864464,IGHV4-59,IGHV4-59
162,1234699,1234699,78,864464,IGHV4-59,IGHV4-59
163,1234701,1234701,78,864464,IGHV4-59,IGHV4-59
164,1234719,1234719,78,864464,IGHV4-59,IGHV4-59
165,1234735,1234735,78,864464,IGHV4-59,IGHV4-59
166,1234754,1234754,78,864464,IGHV4-59,IGHV4-59
167,1234768,1234768,78,864464,IGHV4-59,IGHV4-59
168,1234775,1234775,78,864464,IGHV4-59,IGHV4-59
169,1234777,1234777,78,864464,IGHV4-59,IGHV4-59
170,1234791,1234791,78,864464,IGHV4-59,IGHV4-59
171,1234792,1234792,78,864464,IGHV4-59,IGHV4-59
172,1234816,1234816,78,864464,IGHV4-59,IGHV4-59
173,1234817,1234817,78,864464,IGHV4-59,IGHV4-59
174,1234838,1234838,78,864464,IGHV4-59,IGHV4-59
175,1234854,1234854,78,864464,IGHV4-59,IGHV4-59
176,1234865,1234865,78,864464,IGHV4-59,IGHV4-59
177,1234870,1234870,78,864464,IGHV4-59,IGHV4-59
178,1234883,1234883,78,864464,IGHV4-59,IGHV4-59
179,1234895,1234895,78,864464,IGHV4-59,IGHV4-59
180,1234898,1234898,78,864464,IGHV4-59,IGHV4-59
181,1234915,1234915,78,864464,IGHV4-59,IGHV4-59
182,1234940,1234940,78,864464,IGHV4-59,IGHV4-59
183,1234957,1234957,78,864464,IGHV4-59,IGHV4-59
184,1234971,1234971,78,864464,IGHV4-59,IGHV4-59
185,1234974,1234974,78,864464,IGHV4-59,IGHV4-59
186,1234981,1234981,78,864464,IGHV4-59,IGHV4-59
187,1235001,1235001,78,864464,IGHV4-59,IGHV4-59
188,1235020,1235020,78,864464,IGHV4-59,IGHV4-59
189,1235050,1235050,78,864464,IGHV4-59,IGHV4-59
190,1245010,1245010,78,864464,IGHV4-61,IGHV4-61
191,1250175,1250175,78,864464,IGHV4-59,IGHV4-59
192,1253885,1253885,78,864464,IGHV4-59,IGHV4-59
193,1268318,1268318,78,864464,IGHV4-59,IGHV4-59
194,1268328,1268328,78,864464,IGHV4-59,IGHV4-59
195,1268342,1268342,78,864464,IGHV4-59,IGHV4-59
196,1268343,1268343,78,864464,IGHV4-59,IGHV4-59
197,1268348,1268348,78,864464,IGHV4-59,IGHV4-59
198,1268353,1268353,78,864464,IGHV4-59,IGHV4-59
199,1268357,1268357,78,864464,IGHV4-59,IGHV4-59
200,1268372,1268372,78,864464,IGHV4-59,IGHV4-59
201,1268374,1268374,78,864464,IGHV4-59,IGHV4-59
202,1268409,1268409,78,864464,IGHV4-59,IGHV4-59
203,1268411,1268411,78,864464,IGHV4-59,IGHV4-59
204,1268417,1268417,78,864464,IGHV4-59,IGHV4-59
205,1268420,1268420,78,864464,IGHV4-59,IGHV4-59
206,1268426,1268426,78,864464,IGHV4-59,IGHV4-59
207,1268436,1268436,78,864464,IGHV4-59,IGHV4-59
208,1268447,1268447,78,864464,IGHV4-59,IGHV4-59
209,1268448,1268448,78,864464,IGHV4-59,IGHV4-59
210,1268462,1268462,78,864464,IGHV4-59,IGHV4-59
211,1268464,1268464,78,864464,IGHV4-59,IGHV4-59
212,1268466,1268466,78,864464,IGHV4-59,IGHV4-59
213,1268481,1268481,78,864464,IGHV4-59,IGHV4-59
214,1268484,1268484,78,864464,IGHV4-59,IGHV4-59
215,1268488,1268488,78,864464,IGHV4-59,IGHV4-59
216,1268496,1268496,78,864464,IGHV4-59,IGHV4-59
217,1268504,1268504,78,864464,IGHV4-59,IGHV4-59
218,1268510,1268510,78,864464,IGHV4-59,IGHV4-59
219,1268544,1268544,78,864464,IGHV4-59,IGHV4-59
220,1268563,1268563,78,864464,IGHV4-59,IGHV4-59
221,1268571,1268571,78,864464,IGHV4-59,IGHV4-59
222,1268640,1268640,78,864464,IGHV4-59,IGHV4-59
223,1268656,1268656,78,864464,IGHV4-59,IGHV4-59
224,1268657,1268657,78,864464,IGHV4-59,IGHV4-59
225,1268695,1268695,78,864464,IGHV4-59,IGHV4-59
226,1268773,1268773,78,864464,IGHV4-59,IGHV4-59
227,1287602,1287602,78,864464,IGHV1-2,IGHV1-2
228,1290049,1290049,78,862752,IGHV3-30|3-30-5,IGHV3-30|3-30-5
229,1291444,1291444,78,864464,IGHV4-59,IGHV4-59
230,1330605,1330605,78,862129,IGHV3-21,IGHV3-21
231,1368527,1368527,78,864627,IGHV6-1,IGHV6-1
232,1368536,1368536,78,864627,IGHV6-1,IGHV6-1
233,1368697,1368697,78,864627,IGHV6-1,IGHV6-1
234,1388461,1388461,78,863231,IGHV3-48,IGHV3-48
